Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/08/22 08:00:00,05/08/22 09:00:00,32569914
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/06/22 03:00:00,05/06/22 04:00:00,16544
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/07/22 22:00:00,05/07/22 23:00:00,181902
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/05/22 18:00:00,05/05/22 19:00:00,34424764
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/07/22 01:00:00,05/07/22 02:00:00,49738
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/07/22 20:00:00,05/07/22 21:00:00,179233
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/05/22 13:00:00,05/05/22 14:00:00,31522
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/07/22 23:00:00,05/08/22 00:00:00,15
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/06/22 05:00:00,05/06/22 06:00:00,15
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/08/22 05:00:00,05/08/22 06:00:00,1667
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/07/22 12:00:00,05/07/22 13:00:00,455871
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/08/22 21:00:00,05/08/22 22:00:00,9648128
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/05/22 00:00:00,05/05/22 01:00:00,447202
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/07/22 19:00:00,05/07/22 20:00:00,4021
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/08/22 09:00:00,05/08/22 10:00:00,114840
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/06/22 11:00:00,05/06/22 12:00:00,26438
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/05/22 17:00:00,05/05/22 18:00:00,5
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/06/22 23:00:00,05/07/22 00:00:00,148233
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/08/22 03:00:00,05/08/22 04:00:00,3569
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/07/22 20:00:00,05/07/22 21:00:00,20932273
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/06/22 20:00:00,05/06/22 21:00:00,7220
AmazonEC2,CreateVolume-Gp2,EUC1-EBS:VolumeUsage.gp2,,05/05/22 06:00:00,05/05/22 07:00:00,32212254720
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/06/22 06:00:00,05/06/22 07:00:00,32354
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/05/22 05:00:00,05/05/22 06:00:00,20690
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/06/22 00:00:00,05/06/22 01:00:00,483183820800
AmazonEC2,PublicIP-Out,EUW3-USW1-AWS-Out-Bytes,,05/05/22 14:00:00,05/05/22 15:00:00,92
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/06/22 04:00:00,05/06/22 05:00:00,483183820800
AmazonEC2,RunInstances,CAN1-USE1-AWS-Out-Bytes,,05/06/22 02:00:00,05/06/22 03:00:00,53397
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/07/22 06:00:00,05/07/22 07:00:00,6436807
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/06/22 16:00:00,05/06/22 17:00:00,483183820800
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/08/22 19:00:00,05/08/22 20:00:00,1558
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/07/22 18:00:00,05/07/22 19:00:00,34096
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/08/22 12:00:00,05/08/22 13:00:00,24322
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/05/22 12:00:00,05/05/22 13:00:00,483183820800
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/05/22 22:00:00,05/05/22 23:00:00,53650
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/06/22 18:00:00,05/06/22 19:00:00,3804
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/08/22 10:00:00,05/08/22 11:00:00,2277
AmazonEC2,PublicIP-In,CAN1-EUW2-AWS-In-Bytes,,05/07/22 22:00:00,05/07/22 23:00:00,3409128
AmazonEC2,PublicIP-In,CAN1-DataTransfer-Regional-Bytes,,05/07/22 16:00:00,05/07/22 17:00:00,886953
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/06/22 01:00:00,05/06/22 02:00:00,34052
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/08/22 06:00:00,05/08/22 07:00:00,1
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/06/22 12:00:00,05/06/22 13:00:00,324858
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/07/22 14:00:00,05/07/22 15:00:00,28131
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/06/22 13:00:00,05/06/22 14:00:00,2374285
AmazonEC2,RunInstances,CAN1-CloudFront-In-Bytes,,05/08/22 13:00:00,05/08/22 14:00:00,194319
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/06/22 01:00:00,05/06/22 02:00:00,2865451
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/07/22 01:00:00,05/07/22 02:00:00,208580
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/07/22 00:00:00,05/07/22 01:00:00,21680
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/05/22 13:00:00,05/05/22 14:00:00,901
AmazonEC2,RunInstances,CAN1-USE2-AWS-In-Bytes,,05/07/22 22:00:00,05/07/22 23:00:00,809896
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/05/22 03:00:00,05/05/22 04:00:00,4816
AmazonEC2,PublicIP-Out,EUW3-USW1-AWS-Out-Bytes,,05/07/22 09:00:00,05/07/22 10:00:00,70911
AmazonEC2,PublicIP-Out,USW2-DataTransfer-Regional-Bytes,,05/06/22 06:00:00,05/06/22 07:00:00,1134
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/08/22 12:00:00,05/08/22 13:00:00,3226105
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/06/22 17:00:00,05/06/22 18:00:00,3286564
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/06/22 13:00:00,05/06/22 14:00:00,32516
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/07/22 01:00:00,05/07/22 02:00:00,19479
AmazonEC2,PublicIP-In,CAN1-USW1-AWS-In-Bytes,,05/05/22 07:00:00,05/05/22 08:00:00,14576
AmazonEC2,PublicIP-In,CAN1-CNN1-AWS-In-Bytes,,05/07/22 14:00:00,05/07/22 15:00:00,22401
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/05/22 11:00:00,05/05/22 12:00:00,2093
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/06/22 20:00:00,05/06/22 21:00:00,3529
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/05/22 13:00:00,05/05/22 14:00:00,3389
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,05/06/22 03:00:00,05/06/22 04:00:00,30253
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/07/22 15:00:00,05/07/22 16:00:00,6940889
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/06/22 12:00:00,05/06/22 13:00:00,0
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/05/22 05:00:00,05/05/22 06:00:00,1798
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,05/05/22 17:00:00,05/05/22 18:00:00,91796
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/06/22 22:00:00,05/06/22 23:00:00,55409
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/08/22 02:00:00,05/08/22 03:00:00,3289
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/06/22 19:00:00,05/06/22 20:00:00,4275
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/06/22 20:00:00,05/06/22 21:00:00,57710
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/05/22 23:00:00,05/06/22 00:00:00,9269781
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/08/22 17:00:00,05/08/22 18:00:00,4405873
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/08/22 23:00:00,05/09/22 00:00:00,1
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/05/22 05:00:00,05/05/22 06:00:00,187030
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/08/22 09:00:00,05/08/22 10:00:00,15
AmazonEC2,PublicIP-Out,CAN1-USE2-AWS-Out-Bytes,,05/08/22 06:00:00,05/08/22 07:00:00,1610
AmazonEC2,RunInstances,EUW3-DataTransfer-Out-Bytes,,05/05/22 13:00:00,05/05/22 14:00:00,4345840
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/05/22 08:00:00,05/05/22 09:00:00,15
AmazonEC2,PublicIP-In,CAN1-APS1-AWS-In-Bytes,,05/07/22 14:00:00,05/07/22 15:00:00,492339
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/06/22 07:00:00,05/06/22 08:00:00,5763
AmazonEC2,PublicIP-In,EUW3-USW2-AWS-In-Bytes,,05/07/22 08:00:00,05/07/22 09:00:00,1558
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/07/22 10:00:00,05/07/22 11:00:00,2756248
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/06/22 05:00:00,05/06/22 06:00:00,29641
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/07/22 10:00:00,05/07/22 11:00:00,31253
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/05/22 23:00:00,05/06/22 00:00:00,1366732
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/08/22 17:00:00,05/08/22 18:00:00,35027633
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,05/06/22 02:00:00,05/06/22 03:00:00,322122547200
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/08/22 22:00:00,05/08/22 23:00:00,44882
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/06/22 00:00:00,05/06/22 01:00:00,32637
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/05/22 14:00:00,05/05/22 15:00:00,60009
AmazonEC2,RunInstances,EUC1-C3DataTransfer-In-Bytes,,05/07/22 12:00:00,05/07/22 13:00:00,2032
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/05/22 15:00:00,05/05/22 16:00:00,0
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/08/22 18:00:00,05/08/22 19:00:00,54424
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/07/22 09:00:00,05/07/22 10:00:00,547835
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/05/22 02:00:00,05/05/22 03:00:00,21194
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/05/22 07:00:00,05/05/22 08:00:00,1948
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/05/22 20:00:00,05/05/22 21:00:00,30111
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/08/22 12:00:00,05/08/22 13:00:00,15
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/06/22 17:00:00,05/06/22 18:00:00,15
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/07/22 12:00:00,05/07/22 13:00:00,96238
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/08/22 21:00:00,05/08/22 22:00:00,16462
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/05/22 18:00:00,05/05/22 19:00:00,63221
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/06/22 15:00:00,05/06/22 16:00:00,181973
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/08/22 05:00:00,05/08/22 06:00:00,1007699
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/06/22 18:00:00,05/06/22 19:00:00,49315
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/05/22 02:00:00,05/05/22 03:00:00,3211
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/07/22 10:00:00,05/07/22 11:00:00,483183820800
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/06/22 04:00:00,05/06/22 05:00:00,2140
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/07/22 14:00:00,05/07/22 15:00:00,2823
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/07/22 17:00:00,05/07/22 18:00:00,15
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/07/22 06:00:00,05/07/22 07:00:00,8589934592
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/07/22 18:00:00,05/07/22 19:00:00,15
AmazonEC2,RunInstances,EUC1-C3DataTransfer-Out-Bytes,,05/07/22 17:00:00,05/07/22 18:00:00,1162
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/07/22 18:00:00,05/07/22 19:00:00,28547
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/05/22 00:00:00,05/05/22 01:00:00,63840
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/07/22 07:00:00,05/07/22 08:00:00,59874
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/06/22 01:00:00,05/06/22 02:00:00,5683
AmazonEC2,PublicIP-Out,CAN1-USW2-AWS-Out-Bytes,,05/08/22 05:00:00,05/08/22 06:00:00,3486
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/05/22 20:00:00,05/05/22 21:00:00,1081125
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/05/22 17:00:00,05/05/22 18:00:00,27430280
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/07/22 08:00:00,05/07/22 09:00:00,483183820800
AmazonEC2,RunInstances,EUW3-DataTransfer-Out-Bytes,,05/05/22 02:00:00,05/05/22 03:00:00,3427510
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/07/22 23:00:00,05/08/22 00:00:00,28335
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/07/22 21:00:00,05/07/22 22:00:00,5797011
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/08/22 11:00:00,05/08/22 12:00:00,45994
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/06/22 16:00:00,05/06/22 17:00:00,538
AmazonEC2,RunInstances,CAN1-USE1-AWS-In-Bytes,,05/06/22 02:00:00,05/06/22 03:00:00,59636
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/06/22 09:00:00,05/06/22 10:00:00,483183820800
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/05/22 16:00:00,05/05/22 17:00:00,15
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/07/22 20:00:00,05/07/22 21:00:00,479828
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/06/22 14:00:00,05/06/22 15:00:00,71541
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/08/22 08:00:00,05/08/22 09:00:00,69456
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/08/22 05:00:00,05/08/22 06:00:00,26772
AmazonEC2,PublicIP-Out,CAN1-USE1-AWS-Out-Bytes,,05/08/22 04:00:00,05/08/22 05:00:00,135743
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/08/22 13:00:00,05/08/22 14:00:00,3876619
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/06/22 15:00:00,05/06/22 16:00:00,32961
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/06/22 09:00:00,05/06/22 10:00:00,6105897
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/07/22 22:00:00,05/07/22 23:00:00,124956
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/06/22 08:00:00,05/06/22 09:00:00,8589934592
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/05/22 06:00:00,05/05/22 07:00:00,2274
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/05/22 18:00:00,05/05/22 19:00:00,160651
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,05/08/22 12:00:00,05/08/22 13:00:00,4708
AmazonEC2,PublicIP-Out,CAN1-EUC1-AWS-Out-Bytes,,05/07/22 16:00:00,05/07/22 17:00:00,10940
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/08/22 21:00:00,05/08/22 22:00:00,43703545
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/05/22 20:00:00,05/05/22 21:00:00,2717356
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/07/22 12:00:00,05/07/22 13:00:00,1059235
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/07/22 22:00:00,05/07/22 23:00:00,318489
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/05/22 22:00:00,05/05/22 23:00:00,17154922
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/06/22 23:00:00,05/07/22 00:00:00,12756
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/06/22 15:00:00,05/06/22 16:00:00,190978
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/08/22 02:00:00,05/08/22 03:00:00,3485816
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/05/22 03:00:00,05/05/22 04:00:00,52705
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/06/22 07:00:00,05/06/22 08:00:00,483183820800
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/07/22 23:00:00,05/08/22 00:00:00,32824
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/08/22 05:00:00,05/08/22 06:00:00,1205281
AmazonEC2,CreateVolume-Gp2,EUC1-EBS:VolumeUsage.gp2,,05/08/22 01:00:00,05/08/22 02:00:00,32212254720
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/06/22 18:00:00,05/06/22 19:00:00,25971
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/05/22 00:00:00,05/05/22 01:00:00,39259
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/08/22 20:00:00,05/08/22 21:00:00,162317
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/06/22 04:00:00,05/06/22 05:00:00,0
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/06/22 13:00:00,05/06/22 14:00:00,8589934592
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/08/22 13:00:00,05/08/22 14:00:00,2212
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/08/22 21:00:00,05/08/22 22:00:00,5847457
AmazonEC2,PublicIP-In,USW2-USE2-AWS-In-Bytes,,05/07/22 13:00:00,05/07/22 14:00:00,48424
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/08/22 03:00:00,05/08/22 04:00:00,8589934592
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/08/22 01:00:00,05/08/22 02:00:00,67729
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/06/22 12:00:00,05/06/22 13:00:00,1780
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/05/22 01:00:00,05/05/22 02:00:00,15
AmazonEC2,PublicIP-In,EUW3-USW1-AWS-In-Bytes,,05/06/22 05:00:00,05/06/22 06:00:00,48967
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/05/22 14:00:00,05/05/22 15:00:00,483183820800
AmazonEC2,PublicIP-In,EUW3-APS2-AWS-In-Bytes,,05/08/22 23:00:00,05/09/22 00:00:00,1735
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/06/22 20:00:00,05/06/22 21:00:00,2021
AmazonEC2,RunInstances,CAN1-USE1-AWS-In-Bytes,,05/06/22 07:00:00,05/06/22 08:00:00,164184
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/08/22 00:00:00,05/08/22 01:00:00,15
AmazonEC2,RunInstances:0002,EUC1-BoxUsage:t2.micro,,05/06/22 07:00:00,05/06/22 08:00:00,1
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/06/22 08:00:00,05/06/22 09:00:00,158846
AmazonEC2,RunInstances,USW2-CloudFront-Out-Bytes,,05/05/22 12:00:00,05/05/22 13:00:00,3655
AmazonEC2,RunInstances,CAN1-CloudFront-In-Bytes,,05/07/22 08:00:00,05/07/22 09:00:00,8229753
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,05/06/22 08:00:00,05/06/22 09:00:00,30128
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/08/22 06:00:00,05/08/22 07:00:00,3188
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/05/22 17:00:00,05/05/22 18:00:00,180110
AmazonEC2,RunInstances,USW2-CloudFront-In-Bytes,,05/08/22 06:00:00,05/08/22 07:00:00,11238
AmazonEC2,RunInstances,USW2-CloudFront-In-Bytes,,05/05/22 17:00:00,05/05/22 18:00:00,558733
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/05/22 17:00:00,05/05/22 18:00:00,15
AmazonEC2,CreateVolume-Gp2,EUC1-EBS:VolumeUsage.gp2,,05/08/22 08:00:00,05/08/22 09:00:00,32212254720
AmazonEC2,PublicIP-Out,USW2-DataTransfer-Regional-Bytes,,05/06/22 11:00:00,05/06/22 12:00:00,1134
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,05/06/22 06:00:00,05/06/22 07:00:00,4708
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/08/22 07:00:00,05/08/22 08:00:00,47994
AmazonEC2,PublicIP-Out,CAN1-EUW2-AWS-Out-Bytes,,05/07/22 17:00:00,05/07/22 18:00:00,5134
AmazonEC2,PublicIP-Out,EUW3-USW1-AWS-Out-Bytes,,05/06/22 22:00:00,05/06/22 23:00:00,132
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/08/22 10:00:00,05/08/22 11:00:00,2073
AmazonEC2,PublicIP-Out,EUC1-USE1-AWS-Out-Bytes,,05/07/22 10:00:00,05/07/22 11:00:00,132
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/07/22 18:00:00,05/07/22 19:00:00,201208198
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/05/22 17:00:00,05/05/22 18:00:00,117296
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/07/22 22:00:00,05/07/22 23:00:00,391821
AmazonEC2,PublicIP-Out,EUW3-APS2-AWS-Out-Bytes,,05/08/22 16:00:00,05/08/22 17:00:00,280
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/05/22 22:00:00,05/05/22 23:00:00,483183820800
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/08/22 18:00:00,05/08/22 19:00:00,17870
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/06/22 04:00:00,05/06/22 05:00:00,68831
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/05/22 22:00:00,05/05/22 23:00:00,54219
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/05/22 03:00:00,05/05/22 04:00:00,139829
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/08/22 10:00:00,05/08/22 11:00:00,2114
AmazonEC2,CreateVolume-Gp2,EUC1-EBS:VolumeUsage.gp2,,05/07/22 16:00:00,05/07/22 17:00:00,32212254720
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/08/22 16:00:00,05/08/22 17:00:00,2199
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,05/08/22 03:00:00,05/08/22 04:00:00,29766
AmazonEC2,PublicIP-In,CAN1-EUW3-AWS-In-Bytes,,05/07/22 09:00:00,05/07/22 10:00:00,435391
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/05/22 11:00:00,05/05/22 12:00:00,483183820800
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,05/06/22 23:00:00,05/07/22 00:00:00,322122547200
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/08/22 13:00:00,05/08/22 14:00:00,483183820800
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/07/22 12:00:00,05/07/22 13:00:00,68036
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/06/22 07:00:00,05/06/22 08:00:00,139756
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/06/22 12:00:00,05/06/22 13:00:00,2697740
AmazonEC2,RunInstances,EUC1-C3DataTransfer-In-Bytes,,05/06/22 15:00:00,05/06/22 16:00:00,2036
