Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances:0002,EUC1-BoxUsage:t2.micro,,05/03/22 17:00:00,05/03/22 18:00:00,1
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/04/22 18:00:00,05/04/22 19:00:00,46008
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/04/22 12:00:00,05/04/22 13:00:00,186241
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,31043
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,9840
AmazonEC2,RunInstances,CAN1-USE1-AWS-In-Bytes,,05/04/22 16:00:00,05/04/22 17:00:00,142589
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/04/22 13:00:00,05/04/22 14:00:00,27836
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 08:00:00,05/03/22 09:00:00,121389
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/04/22 16:00:00,05/04/22 17:00:00,30788
AmazonEC2,PublicIP-Out,CAN1-USE1-AWS-Out-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,1067478
AmazonEC2,PublicIP-In,EUW3-APS2-AWS-In-Bytes,,05/04/22 03:00:00,05/04/22 04:00:00,29064
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 08:00:00,05/03/22 09:00:00,2984
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/03/22 00:00:00,05/03/22 01:00:00,1
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 18:00:00,05/04/22 19:00:00,4088700
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/04/22 14:00:00,05/04/22 15:00:00,15
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/03/22 10:00:00,05/03/22 11:00:00,483183820800
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/04/22 02:00:00,05/04/22 03:00:00,16007
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/03/22 22:00:00,05/03/22 23:00:00,1855
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/04/22 12:00:00,05/04/22 13:00:00,46171
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/03/22 04:00:00,05/03/22 05:00:00,3250387
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 21:00:00,05/04/22 22:00:00,5077416
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 15:00:00,05/04/22 16:00:00,5
AmazonEC2,PublicIP-In,EUC1-APS3-AWS-In-Bytes,,05/04/22 11:00:00,05/04/22 12:00:00,4564
AmazonEC2,RunInstances,EUC1-C3DataTransfer-Out-Bytes,,05/03/22 08:00:00,05/03/22 09:00:00,251
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/03/22 00:00:00,05/03/22 01:00:00,15
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 02:00:00,05/04/22 03:00:00,3696
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/04/22 21:00:00,05/04/22 22:00:00,15030
AmazonEC2,RunInstances,USW2-USE1-AWS-In-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,93207
AmazonEC2,RunInstances,CAN1-CloudFront-In-Bytes,,05/03/22 12:00:00,05/03/22 13:00:00,136141
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/03/22 20:00:00,05/03/22 21:00:00,36665
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/04/22 04:00:00,05/04/22 05:00:00,492
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/04/22 17:00:00,05/04/22 18:00:00,141813
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/04/22 10:00:00,05/04/22 11:00:00,15
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 05:00:00,05/03/22 06:00:00,3952
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 13:00:00,05/04/22 14:00:00,3517
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/03/22 23:00:00,05/04/22 00:00:00,1776
AmazonEC2,RunInstances,EUC1-C3DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,445
AmazonEC2,CreateVolume-Gp2,EUC1-EBS:VolumeUsage.gp2,,05/03/22 06:00:00,05/03/22 07:00:00,32212254720
AmazonEC2,PublicIP-In,EUC1-USE1-AWS-In-Bytes,,05/04/22 05:00:00,05/04/22 06:00:00,4632
AmazonEC2,RunInstances,EUW3-DataTransfer-Out-Bytes,,05/03/22 23:00:00,05/04/22 00:00:00,1696927
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/04/22 17:00:00,05/04/22 18:00:00,3472
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/03/22 13:00:00,05/03/22 14:00:00,229050
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/04/22 00:00:00,05/04/22 01:00:00,47100
AmazonEC2,RunInstances,CAN1-USE1-AWS-Out-Bytes,,05/04/22 21:00:00,05/04/22 22:00:00,128588
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,3139
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/04/22 23:00:00,05/05/22 00:00:00,2804428
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/03/22 06:00:00,05/03/22 07:00:00,16692
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/04/22 20:00:00,05/04/22 21:00:00,8589934592
AmazonEC2,PublicIP-Out,EUW3-APS2-AWS-Out-Bytes,,05/03/22 12:00:00,05/03/22 13:00:00,132
AmazonEC2,RunInstances:0002,EUC1-BoxUsage:t2.micro,,05/04/22 09:00:00,05/04/22 10:00:00,1
AmazonEC2,RunInstances,EUC1-C3DataTransfer-Out-Bytes,,05/03/22 20:00:00,05/03/22 21:00:00,1517
AmazonEC2,RunInstances,CAN1-USE1-AWS-Out-Bytes,,05/04/22 18:00:00,05/04/22 19:00:00,128468
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/04/22 08:00:00,05/04/22 09:00:00,2668
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/03/22 13:00:00,05/03/22 14:00:00,31178
AmazonEC2,EBS:Gp2-IO-Write,EBS:VolumeIOUsage.gp2,,05/03/22 06:00:00,05/03/22 07:00:00,2385
AmazonEC2,PublicIP-Out,CAN1-USW2-AWS-Out-Bytes,,05/04/22 16:00:00,05/04/22 17:00:00,46612
AmazonEC2,PublicIP-Out,EUW3-APS2-AWS-Out-Bytes,,05/03/22 01:00:00,05/03/22 02:00:00,1834
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/04/22 20:00:00,05/04/22 21:00:00,66180
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/04/22 07:00:00,05/04/22 08:00:00,47140
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/03/22 22:00:00,05/03/22 23:00:00,0
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/03/22 13:00:00,05/03/22 14:00:00,39021
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 05:00:00,05/03/22 06:00:00,53529
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/03/22 07:00:00,05/03/22 08:00:00,3336
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 00:00:00,05/04/22 01:00:00,1743424
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/04/22 03:00:00,05/04/22 04:00:00,81584
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 16:00:00,05/03/22 17:00:00,6340
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 02:00:00,05/04/22 03:00:00,139
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/04/22 02:00:00,05/04/22 03:00:00,483183820800
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/04/22 05:00:00,05/04/22 06:00:00,1
AmazonEC2,PublicIP-Out,DataTransfer-Regional-Bytes,,05/04/22 15:00:00,05/04/22 16:00:00,2469
AmazonEC2,PublicIP-Out,EUW3-USE1-AWS-Out-Bytes,,05/03/22 05:00:00,05/03/22 06:00:00,14530
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/04/22 16:00:00,05/04/22 17:00:00,260914
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 16:00:00,05/03/22 17:00:00,4672
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/03/22 11:00:00,05/03/22 12:00:00,15
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/04/22 12:00:00,05/04/22 13:00:00,21802
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 11:00:00,05/04/22 12:00:00,28977959
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 18:00:00,05/03/22 19:00:00,1351
AmazonEC2,RunInstances,EUW3-DataTransfer-Out-Bytes,,05/04/22 04:00:00,05/04/22 05:00:00,1694986
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 14:00:00,05/03/22 15:00:00,51856
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/04/22 15:00:00,05/04/22 16:00:00,18254
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/03/22 11:00:00,05/03/22 12:00:00,24824531
AmazonEC2,PublicIP-In,CAN1-USW2-AWS-In-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,118746
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/04/22 11:00:00,05/04/22 12:00:00,11771
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 18:00:00,05/03/22 19:00:00,1889
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/03/22 00:00:00,05/03/22 01:00:00,0
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/03/22 22:00:00,05/03/22 23:00:00,3613
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 19:00:00,05/03/22 20:00:00,31477
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/04/22 15:00:00,05/04/22 16:00:00,25001
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 13:00:00,05/04/22 14:00:00,4700736
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/03/22 03:00:00,05/03/22 04:00:00,8589934592
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,05/03/22 21:00:00,05/03/22 22:00:00,307
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 09:00:00,05/04/22 10:00:00,3309
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 20:00:00,05/03/22 21:00:00,48859
AmazonEC2,PublicIP-In,EUC1-USE1-AWS-In-Bytes,,05/03/22 22:00:00,05/03/22 23:00:00,6048
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/03/22 06:00:00,05/03/22 07:00:00,3120
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/03/22 12:00:00,05/03/22 13:00:00,15
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/03/22 02:00:00,05/03/22 03:00:00,156721
AmazonEC2,RunInstances:0002,EUC1-BoxUsage:t2.micro,,05/03/22 00:00:00,05/03/22 01:00:00,1
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/04/22 06:00:00,05/04/22 07:00:00,8589934592
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/03/22 14:00:00,05/03/22 15:00:00,8589934592
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,2177
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/03/22 03:00:00,05/03/22 04:00:00,187989
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/04/22 14:00:00,05/04/22 15:00:00,61048
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,5288
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,05/03/22 20:00:00,05/03/22 21:00:00,8589934592
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/04/22 13:00:00,05/04/22 14:00:00,19724
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/04/22 22:00:00,05/04/22 23:00:00,18962
AmazonEC2,EBS:Gp2-IO-Write,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 15:00:00,05/03/22 16:00:00,55455
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/03/22 11:00:00,05/03/22 12:00:00,22202
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/03/22 22:00:00,05/03/22 23:00:00,1
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/03/22 04:00:00,05/03/22 05:00:00,937
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/03/22 02:00:00,05/03/22 03:00:00,1388
AmazonEC2,PublicIP-Out,CAN1-APS2-AWS-Out-Bytes,,05/03/22 21:00:00,05/03/22 22:00:00,7710
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,05/04/22 19:00:00,05/04/22 20:00:00,322122547200
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/04/22 23:00:00,05/05/22 00:00:00,46526
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/03/22 10:00:00,05/03/22 11:00:00,368611
AmazonEC2,RunInstances:0002,EUC1-BoxUsage:t2.micro,,05/04/22 05:00:00,05/04/22 06:00:00,1
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,05/03/22 19:00:00,05/03/22 20:00:00,322122547200
AmazonEC2,RunInstances,USW2-AMZN-In-Bytes,,05/04/22 18:00:00,05/04/22 19:00:00,168
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/04/22 13:00:00,05/04/22 14:00:00,2153065
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/04/22 12:00:00,05/04/22 13:00:00,15666
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/03/22 01:00:00,05/03/22 02:00:00,14745
AmazonEC2,PublicIP-In,CAN1-APS2-AWS-In-Bytes,,05/04/22 07:00:00,05/04/22 08:00:00,8360
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/04/22 02:00:00,05/04/22 03:00:00,0
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 09:00:00,05/03/22 10:00:00,45570
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/03/22 06:00:00,05/03/22 07:00:00,15
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/03/22 02:00:00,05/03/22 03:00:00,26229
AmazonEC2,RunInstances,C3DataTransfer-In-Bytes,,05/04/22 01:00:00,05/04/22 02:00:00,153283
AmazonEC2,RunInstances:0002,USW2-BoxUsage:t2.micro,,05/03/22 22:00:00,05/03/22 23:00:00,10
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 15:00:00,05/03/22 16:00:00,25886
AmazonEC2,PublicIP-Out,CAN1-USW1-AWS-Out-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,132
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,05/04/22 16:00:00,05/04/22 17:00:00,10166
AmazonEC2,RunInstances,CAN1-DataTransfer-Out-Bytes,,05/04/22 15:00:00,05/04/22 16:00:00,4891697
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/04/22 10:00:00,05/04/22 11:00:00,483183820800
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/04/22 05:00:00,05/04/22 06:00:00,0
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/03/22 12:00:00,05/03/22 13:00:00,13070
AmazonEC2,RunInstances,CAN1-USE1-AWS-In-Bytes,,05/04/22 18:00:00,05/04/22 19:00:00,164104
AmazonEC2,RunInstances,CAN1-USE1-AWS-Out-Bytes,,05/03/22 11:00:00,05/03/22 12:00:00,2669
AmazonEC2,PublicIP-Out,CAN1-USW2-AWS-Out-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,118237
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/04/22 20:00:00,05/04/22 21:00:00,483183820800
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/04/22 03:00:00,05/04/22 04:00:00,1143
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/03/22 00:00:00,05/03/22 01:00:00,1612203
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/04/22 14:00:00,05/04/22 15:00:00,82323
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/03/22 17:00:00,05/03/22 18:00:00,1
AmazonEC2,PublicIP-In,CAN1-APS2-AWS-In-Bytes,,05/04/22 00:00:00,05/04/22 01:00:00,8360
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/03/22 00:00:00,05/03/22 01:00:00,48
AmazonEC2,PublicIP-In,CAN1-USW2-AWS-In-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,192862
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/03/22 07:00:00,05/03/22 08:00:00,27383
AmazonEC2,PublicIP-Out,EUW3-APS2-AWS-Out-Bytes,,05/04/22 03:00:00,05/04/22 04:00:00,25840
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/03/22 13:00:00,05/03/22 14:00:00,196894
AmazonEC2,RunInstances,CAN1-USE1-AWS-In-Bytes,,05/04/22 21:00:00,05/04/22 22:00:00,164104
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/04/22 05:00:00,05/04/22 06:00:00,22558
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/03/22 05:00:00,05/03/22 06:00:00,37533
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,199401
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,05/04/22 01:00:00,05/04/22 02:00:00,322122547200
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/04/22 19:00:00,05/04/22 20:00:00,23691
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/04/22 17:00:00,05/04/22 18:00:00,15357
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/04/22 10:00:00,05/04/22 11:00:00,3255655
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/03/22 15:00:00,05/03/22 16:00:00,15
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/04/22 15:00:00,05/04/22 16:00:00,483183820800
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/04/22 12:00:00,05/04/22 13:00:00,70994
AmazonEC2,RunInstances,EUC1-DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,267632
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/03/22 06:00:00,05/03/22 07:00:00,1394020
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/03/22 19:00:00,05/03/22 20:00:00,36057
AmazonEC2,RunInstances,EUW3-C3DataTransfer-Out-Bytes,,05/04/22 09:00:00,05/04/22 10:00:00,15541
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/04/22 13:00:00,05/04/22 14:00:00,483183820800
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/03/22 12:00:00,05/03/22 13:00:00,149442
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/04/22 06:00:00,05/04/22 07:00:00,254349
AmazonEC2,RunInstances,EUC1-DataTransfer-Out-Bytes,,05/03/22 14:00:00,05/03/22 15:00:00,288015
AmazonEC2,PublicIP-In,EUW3-APS2-AWS-In-Bytes,,05/03/22 01:00:00,05/03/22 02:00:00,2093
AmazonEC2,RunInstances,C3DataTransfer-Out-Bytes,,05/04/22 23:00:00,05/05/22 00:00:00,431
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 04:00:00,05/03/22 05:00:00,475
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,05/04/22 14:00:00,05/04/22 15:00:00,37342
AmazonEC2,PublicIP-Out,CAN1-APS2-AWS-Out-Bytes,,05/04/22 08:00:00,05/04/22 09:00:00,7710
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/04/22 13:00:00,05/04/22 14:00:00,751
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/04/22 09:00:00,05/04/22 10:00:00,23304
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/04/22 09:00:00,05/04/22 10:00:00,2065182
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/03/22 06:00:00,05/03/22 07:00:00,0
AmazonEC2,EBS:Gp2-IO-Read,EUC1-EBS:VolumeIOUsage.gp2,,05/03/22 11:00:00,05/03/22 12:00:00,1091
AmazonEC2,CreateVolume-Gp2,EUW3-EBS:VolumeUsage.gp2,,05/03/22 11:00:00,05/03/22 12:00:00,483183820800
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,2020649
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/03/22 01:00:00,05/03/22 02:00:00,15
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/03/22 17:00:00,05/03/22 18:00:00,15
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/04/22 14:00:00,05/04/22 15:00:00,2668941
AmazonEC2,RunInstances,CAN1-C3DataTransfer-Out-Bytes,,05/04/22 02:00:00,05/04/22 03:00:00,19547
AmazonEC2,RunInstances,BoxUsage:t2.micro,,05/03/22 06:00:00,05/03/22 07:00:00,1
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/04/22 23:00:00,05/05/22 00:00:00,15
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/04/22 03:00:00,05/04/22 04:00:00,2033184
AmazonEC2,PublicIP-Out,CAN1-APS2-AWS-Out-Bytes,,05/04/22 04:00:00,05/04/22 05:00:00,7710
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/04/22 01:00:00,05/04/22 02:00:00,583
AmazonEC2,RunInstances,USW2-USE1-AWS-In-Bytes,,05/03/22 18:00:00,05/03/22 19:00:00,49048558
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/04/22 02:00:00,05/04/22 03:00:00,26781942
AmazonEC2,RunInstances,EUW3-C3DataTransfer-In-Bytes,,05/04/22 17:00:00,05/04/22 18:00:00,27250
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/03/22 16:00:00,05/03/22 17:00:00,41576
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/03/22 13:00:00,05/03/22 14:00:00,57402
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,05/03/22 18:00:00,05/03/22 19:00:00,320381
AmazonEC2,RunInstances,CAN1-DataTransfer-In-Bytes,,05/04/22 05:00:00,05/04/22 06:00:00,29747105
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/04/22 01:00:00,05/04/22 02:00:00,36518
AmazonEC2,RunInstances:0002,EUW3-BoxUsage:t2.micro,,05/04/22 09:00:00,05/04/22 10:00:00,15
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 13:00:00,05/03/22 14:00:00,25203
AmazonEC2,EBS:Gp2-IO-Read,EUW3-EBS:VolumeIOUsage.gp2,,05/04/22 19:00:00,05/04/22 20:00:00,1088
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/04/22 06:00:00,05/04/22 07:00:00,483183820800
AmazonEC2,CreateVolume-Gp2,CAN1-EBS:VolumeUsage.gp2,,05/03/22 14:00:00,05/03/22 15:00:00,483183820800
AmazonEC2,RunInstances,CAN1-C3DataTransfer-In-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,188758
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/03/22 04:00:00,05/03/22 05:00:00,15
AmazonEC2,EBS:Gp2-IO-Read,CAN1-EBS:VolumeIOUsage.gp2,,05/03/22 12:00:00,05/03/22 13:00:00,491124
AmazonEC2,EBS:Gp2-IO-Write,EUW3-EBS:VolumeIOUsage.gp2,,05/03/22 07:00:00,05/03/22 08:00:00,39325
AmazonEC2,PublicIP-Out,CAN1-USE1-AWS-Out-Bytes,,05/04/22 17:00:00,05/04/22 18:00:00,143406
AmazonEC2,RunInstances,EUW3-DataTransfer-In-Bytes,,05/03/22 15:00:00,05/03/22 16:00:00,6332436
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/04/22 03:00:00,05/04/22 04:00:00,40862
AmazonEC2,EBS:Gp2-IO-Read,EBS:VolumeIOUsage.gp2,,05/03/22 17:00:00,05/03/22 18:00:00,0
AmazonEC2,PublicIP-In,CAN1-USE1-AWS-In-Bytes,,05/03/22 05:00:00,05/03/22 06:00:00,3336
AmazonEC2,EBS:Gp2-IO-Write,EUC1-EBS:VolumeIOUsage.gp2,,05/03/22 17:00:00,05/03/22 18:00:00,3433
AmazonEC2,RunInstances:0002,CAN1-BoxUsage:t2.micro,,05/04/22 03:00:00,05/04/22 04:00:00,15
AmazonEC2,PublicIP-Out,CAN1-USW1-AWS-Out-Bytes,,05/03/22 09:00:00,05/03/22 10:00:00,6113
